"INDEX_NR","OPID","OPERATOR","ATYPE","AMA","AMO","EMA","EMO","AC_CLASS","AC_MASS","NUM_ENGS","TYPE_ENG","ENG_1_POS","ENG_2_POS","ENG_3_POS","ENG_4_POS","REG","FLT","REMAINS_COLLECTED","REMAINS_SENT","INCIDENT_DATE","INCIDENT_MONTH","INCIDENT_YEAR","TIME_OF_DAY","TIME","AIRPORT_ID","AIRPORT","STATE","FAAREGION","ENROUTE","RUNWAY","LOCATION","HEIGHT","SPEED","DISTANCE","PHASE_OF_FLT","DAMAGE","STR_RAD","DAM_RAD","STR_WINDSHLD","DAM_WINDSHLD","STR_NOSE","DAM_NOSE","STR_ENG1","DAM_ENG1","STR_ENG2","DAM_ENG2","STR_ENG3","DAM_ENG3","STR_ENG4","DAM_ENG4","INGESTED","STR_PROP","DAM_PROP","STR_WING_ROT","DAM_WING_ROT","STR_FUSE","DAM_FUSE","STR_LG","DAM_LG","STR_TAIL","DAM_TAIL","STR_LGHTS","DAM_LGHTS","STR_OTHER","DAM_OTHER","OTHER_SPECIFY","EFFECT","EFFECT_OTHER","SKY","PRECIP","SPECIES_ID","SPECIES","BIRDS_SEEN","BIRDS_STRUCK","SIZE","WARNED","COMMENTS","REMARKS","AOS","COST_REPAIRS","COST_OTHER","COST_REPAIRS_INFL_ADJ","COST_OTHER_INFL_ADJ","REPORTED_NAME","REPORTED_TITLE","REPORTED_DATE","SOURCE","PERSON","NR_INJURIES","NR_FATALITIES","LUPDATE","TRANSFER","INDICATED_DAMAGE"
2276,"MIL","MILITARY","KC-135","148",,,,"A",,,,,,,,,,0,0,"5/8/90, 12:00:00 AM",5,1990,"Night",145,"KBYH","ARKANSAS INTERNATIONAL ARPT","AR","ASW",,,,1800,180,,"Approach","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,"UNKBM","Unknown bird - medium","1","1","Medium",,"SOURCE = BASH NR xxxxx","REMARKS -  ;  AIRCRAFT -  KC - 135 - ;  IMPACT -  LT WING INBD FLAP;  NUMBER OF BIRDS (S, F, or Z) -  S",,,,,,"Deleted","Deleted","5/19/00, 12:00:00 AM","BASH",,,,"10/21/09, 12:00:00 AM",0,0
17953,"MIL","MILITARY","C-130","561","12",,,"A","4","4","C","4","4","4","4",,,0,0,"9/9/15, 12:00:00 AM",9,2015,,1500,"KSTJ","ROSECRANS MEMORIAL ARPT","MO","ACE",,,,0,,,"Landing","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"UNK",,,,,,"SOURCE = BASH NR xxxxxx",,,,,,,"Deleted","Deleted",,"BASH",,,,"10/16/15, 12:00:00 AM",0,0
17954,"MIL","MILITARY","U-28","726",,"31","04","A","2","1","C",,,,,,,0,0,"9/10/15, 12:00:00 AM",9,2015,,1459,"KAAF","APALACHICOLA REGIONAL ARPT","FL","ASO",,,,700,,,"Landing","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"UNK",,,,,,"SOURCE = BASH NR xxxxxx",,,,,,,"Deleted","Deleted",,"BASH",,,,"10/16/15, 12:00:00 AM",0,0
17194,"MIL","MILITARY","C-135","148",,,,"A",,,,,,,,,,0,0,"8/3/13, 12:00:00 AM",8,2013,,1750,"KLCK","RICKENBACKER INTL","OH","AGL",,,,600,,,"Approach","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,"N5111","Killdeer",,,"Small",,"SOURCE = BASH NR xxxxxx",,,,,,,"Deleted","Deleted",,"BASH",,,,"11/18/13, 12:00:00 AM",0,0
17195,"MIL","MILITARY","C-135","148",,,,"A",,,,,,,,,,0,0,"8/5/13, 12:00:00 AM",8,2013,,1600,"KBLV","SCOTT AFB/MIDAMERICA ARPT","IL","AGL",,,,150,,,"Approach","N",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"ZT001","Eastern meadowlark",,,"Small",,"SOURCE = BASH NR xxxxxx",,,,,,,"Deleted","Deleted",,"BASH",,,,"11/18/13, 12:00:00 AM",0,0
17618,"MIL","MILITARY","C-37","561",,,,"A",,,,,,,,,,0,0,"5/9/14, 12:00:00 AM",5,2014,,738,"KADW","JOINT BASE ANDREWS","MD","AEA",,,,,,,"Climb","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"UNK",,,,,,"SOURCE = BASH NR xxxxxx",,,,,,,"Deleted","Deleted",,"BASH",,,,"10/16/15, 12:00:00 AM",0,0
17619,"MIL","MILITARY","T-1","748",,,,"A",,"2","D",,,,,,,0,0,"5/14/14, 12:00:00 AM",5,2014,,1145,"KABI","ABILENE REGIONAL ARPT","TX","ASW",,,,0,,,"Landing","N",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Y","Perching birds (y)",,,"Small",,"SOURCE = BASH NR xxxxxx",,,,,,,"Deleted","Deleted",,"BASH",,,,"10/16/15, 12:00:00 AM",0,0
17620,"MIL","MILITARY","F-16","561",,,,"A",,,,,,,,,,0,0,"5/15/14, 12:00:00 AM",5,2014,,1730,"KHST","HOMESTEAD AIR RESERVE BASE","FL","ASO",,,,0,,,"Landing","N",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"ZT001","Eastern meadowlark",,,"Small",,"SOURCE = BASH NR xxxxxx",,,,,,,"Deleted","Deleted",,"BASH",,,,"10/16/15, 12:00:00 AM",0,0
10297,"MIL","MILITARY","KC-135R",,,,,"A",,,,,,,,,,0,0,"3/28/06, 12:00:00 AM",3,2006,"Night",,"KSUX","SIOUX GATEWAY ARPT/COL. BUD DAY FIELD","IA","ACE",,,,,,,"Approach","N",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Z","Perching birds (z)",,,"Small",,"SOURCE = BASH NR xxxxxx",,0,,0,,0,,,,"BASH",,,,"10/21/09, 12:00:00 AM",0,0
1515,"MIL","MILITARY","UNKNOWN",,,,,,,,,,,,,,,1,1,"7/11/98, 12:00:00 AM",7,1998,,,"KSUX","SIOUX GATEWAY ARPT/COL. BUD DAY FIELD","IA","ACE",,,,0,0,0,"Landing Roll","N",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"YH004","Horned lark",,,"Small",,"SOURCE = BASH NR xxxxx","REMARKS -  ;  AIRCRAFT -   -  - ;  IMPACT -  ;  NUMBER OF BIRDS (S, F, or Z) -  Z",,,,,,"Deleted","Deleted","5/19/00, 12:00:00 AM","BASH",,,,"10/21/09, 12:00:00 AM",0,0
10643,"MIL","MILITARY","KC-135R",,,,,"A",,,,,,,,,,0,0,"10/20/06, 12:00:00 AM",10,2006,"Day",1015,"KIAG","NIAGARA FALLS INTL","NY","AEA",,,,0,143,,"Take-off run","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,"O2111","Rock pigeon",,,"Small",,"SOURCE = BASH NR xxxxxx (x/xx/xx UPDATED BIRD CODE)",,0,,0,,0,,,,"BASH",,,,"7/24/13, 12:00:00 AM",0,0
10481,"MIL","MILITARY","KC-135R",,,,,"A",,,,,,,,,,0,0,"4/29/06, 12:00:00 AM",4,2006,"Day",1430,"KSLC","SALT LAKE CITY INTL","UT","ANM",,,,8000,200,,"Approach","E",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"K3305","Swainson's hawk",,,"Medium",,"SOURCE = BASH NR xxxxxx",,0,3050,0,3766,0,,,,"BASH",,,,"10/21/09, 12:00:00 AM",0,1
10626,"MIL","MILITARY","E-4B","148",,"22","07","A","5","4","D","1","1","1","1",,,0,0,"10/12/06, 12:00:00 AM",10,2006,"Night",,"KLNK","LINCOLN ARPT","NE","ACE",,,,,,,"Approach","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,"ZX3","Sparrows",,,"Small",,"SOURCE = BASH NR xxxxxx",,0,,0,,0,,,,"BASH",,,,"10/21/09, 12:00:00 AM",0,0
17633,"MIL","MILITARY","C-130","561","12",,,"A","4","4","C","4","4","4","4",,,0,0,"7/8/14, 12:00:00 AM",7,2014,,940,"KSAV","SAVANNAH/HILTON HEAD INTL ARPT","GA","ASO",,,,0,,,"Take-off run","N",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"T1002","Chimney swift",,,"Small",,"SOURCE = BASH NR xxxxxx",,,,,,,"Deleted","Deleted",,"BASH",,,,"10/16/15, 12:00:00 AM",0,0
17634,"MIL","MILITARY","C-135","148",,,,"A",,,,,,,,,,0,0,"7/8/14, 12:00:00 AM",7,2014,,1907,"KMEI","KEY FLD","MS","ASO",,,,,,,"Approach","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"UNK",,,,,,"SOURCE = BASH NR xxxxxx",,,,,,,"Deleted","Deleted",,"BASH",,,,"10/16/15, 12:00:00 AM",0,0
1745,"MIL","MILITARY","C-141","561",,,,"A",,,,,,,,,,0,0,"7/13/91, 12:00:00 AM",7,1991,"Dusk",2000,"KAGS","AUGUSTA REGIONAL ARPT AT BUSH FLD","GA","ASO",,,,0,120,0,"Take-off run","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ECM/Pylons",,,,,"UNKBM","Unknown bird - medium","1","1","Medium",,"SOURCE = BASH NR xxxxx","REMARKS -  ;  AIRCRAFT -  C - 141 - ;  IMPACT -  RIGHT WING #3 PYLON;  NUMBER OF BIRDS (S, F, or Z) -  S",,,,,,"Deleted","Deleted","5/19/00, 12:00:00 AM","BASH",,,,"10/21/09, 12:00:00 AM",0,0
1359,"MIL","MILITARY","KC-135R","148",,,,"A",,,,,,,,"63-8037",,0,0,"5/5/00, 12:00:00 AM",5,2000,"Day",1255,"KAMA","RICK HUSBAND AMARILLO INTL","TX","ASW",,,,400,230,,"Climb","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"None",,"No Clouds","None","UNKBS","Unknown bird - small","1","1","Small",,"SOURCE = BASH NR xxxxx",,0,,,,,"Deleted","Deleted","7/20/00, 1:38:41 PM","BASH",,,,"10/21/09, 12:00:00 AM",0,0
17909,"MIL","MILITARY","C-135","148",,,,"A",,,,,,,,,,0,0,"7/22/15, 12:00:00 AM",7,2015,,1343,"KCSM","CLINTON-SHERMAN ARPT","OK","ASW",,,,0,,,"Take-off run","N",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"ZX310","Grasshopper sparrow",,,"Small",,"SOURCE = BASH NR xxxxxx",,,,,,,"Deleted","Deleted",,"BASH",,,,"10/16/15, 12:00:00 AM",0,0
17910,"MIL","MILITARY","C-130","561","12",,,"A","4","4","C","4","4","4","4",,,0,0,"7/23/15, 12:00:00 AM",7,2015,,1320,"KGTF","GREAT FALLS INTL","MT","ANM",,,,1500,,,"Approach","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,"NE1","Gulls",,,"Medium",,"SOURCE = BASH NR xxxxxx",,,,,,,"Deleted","Deleted",,"BASH",,,,"10/16/15, 12:00:00 AM",0,0
17911,"MIL","MILITARY","T-6","748",,,,"A",,,,,,,,,,0,0,"7/23/15, 12:00:00 AM",7,2015,,930,"KMOB","MOBILE REGIONAL","AL","ASO",,,,20,,,"Approach","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Y","Perching birds (y)",,,"Small",,"SOURCE = BASH NR xxxxxx",,,,,,,"Deleted","Deleted",,"BASH",,,,"10/16/15, 12:00:00 AM",0,0
12150,"MIL","MILITARY","UNKNOWN",,,,,,,,,,,,,,,0,0,"6/4/08, 12:00:00 AM",6,2008,"Day",1030,"KRKS","ROCK SPRINGS-SWEETWATER CO","WY","ANM",,,,,150,,"Landing","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,"K3302","Red-tailed hawk",,,"Medium",,"SOURCE = BASH NR xxxxxx",,,,0,,0,"Deleted","Deleted",,"BASH",,,,"10/21/09, 12:00:00 AM",0,0
17159,"MIL","MILITARY","C-17","148",,"34",,"A","4","4","D","1","1","1","1",,,0,0,"7/9/13, 12:00:00 AM",7,2013,,1650,"KCHS","CHARLESTON AFB/INTL ARPT","SC","ASO",,,,0,,,"Take-off run","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Antenna Skin",,,,,"O2205","Mourning dove",,,"Small",,"SOURCE = BASH NR xxxxxx",,,,,,,"Deleted","Deleted",,"BASH",,,,"11/18/13, 12:00:00 AM",0,0
10711,"MIL","MILITARY","C-130E","561","12",,,"A",,,,,,,,,,0,0,"11/1/06, 12:00:00 AM",11,2006,"Night",2230,"KBYH","ARKANSAS INTERNATIONAL ARPT","AR","ASW",,,,,,,"Approach","N",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"UNKBM","Unknown bird - medium",,,"Medium",,"SOURCE = BASH NR xxxxxx",,0,,0,,0,,,,"BASH",,,,"10/21/09, 12:00:00 AM",0,0
10619,"MIL","MILITARY","C-130J","561","12",,,"A",,,,,,,,,,0,0,"10/18/06, 12:00:00 AM",10,2006,"Night",2050,"KMTN","MARTIN STATE ARPT","MD","AEA",,,,1200,140,,"Approach","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"UNKBM","Unknown bird - medium",,,"Medium",,"SOURCE = BASH NR xxxxxx",,0,,0,,0,,,,"BASH",,,,"10/21/09, 12:00:00 AM",0,0
1061,"MIL","MILITARY","C-130","561",,,,"A","4","4","C","4","4","4","4",,,1,1,"6/2/96, 12:00:00 AM",6,1996,"Dawn",600,"PHTO","HILO INTL ARPT","HI","AWP",,,,0,100,0,"Take-off run","N",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"ZX","Finches, cardinals, buntings, sparrows","1","1","Small",,"SOURCE = BASH NR xxxxx","REMARKS -  ;  AIRCRAFT -  C - 130 - ;  IMPACT -  NOSE RADOME;  NUMBER OF BIRDS (S, F, or Z) -  S",,,,,,"Deleted","Deleted","5/19/00, 12:00:00 AM","BASH",,,,"10/21/09, 12:00:00 AM",0,0
10196,"MIL","MILITARY","E-8C","665",,,,"A",,,,,,,,,,0,0,"6/29/06, 12:00:00 AM",6,2006,"Day",1400,"KVQQ","CECIL ARPT","FL","ASO",,,,2000,200,,"Approach","N",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"K1002","Turkey vulture",,,"Large",,"SOURCE = BASH NR xxxxxx",,0,,0,,0,,,,"BASH",,,,"10/21/09, 12:00:00 AM",0,0
1386,"MIL","MILITARY","C-130E","561",,,,"A",,,,,,,,,,1,1,"11/3/97, 12:00:00 AM",11,1997,"Night",2150,"KMSP","MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT","MN","AGL",,,,1500,160,,"Approach","E",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"J2202","Snow goose","1","1","Large",,"SOURCE = BASH NR xxxxx","REMARKS -  ;  AIRCRAFT -  C - 130 - E;  IMPACT -  CTR WINDSHIELD;  NUMBER OF BIRDS (S, F, or Z) -  S",,2500,,3913,,"Deleted","Deleted","5/19/00, 12:00:00 AM","BASH",,,,"10/21/09, 12:00:00 AM",0,1
10447,"MIL","MILITARY","KC-10A","148",,"22","07","A","4","3","D",,,,,,,0,0,"5/22/06, 12:00:00 AM",5,2006,"Day",1200,"KACY","ATLANTIC CITY INTL","NJ","AEA",,,,,,,"Approach","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,"UNKBM","Unknown bird - medium",,,"Medium",,"SOURCE = BASH NR xxxxxx",,0,,0,,0,,,,"BASH",,,,"10/21/09, 12:00:00 AM",0,0
1044,"MIL","MILITARY","T-37B",,,,,,,,,,,,,,,0,0,"7/30/90, 12:00:00 AM",7,1990,"Day",1359,"KIWA","PHOENIX-MESA GATEWAY","AZ","AWP",,,,100,200,,"Climb","N",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"UNKBM","Unknown bird - medium","1","1","Medium",,"SOURCE = BASH NR xxxxx","REMARKS -  ;  AIRCRAFT -  T - 37 - B;  IMPACT -  #1 ENGINE;  NUMBER OF BIRDS (S, F, or Z) -  S",,,,,,"Deleted","Deleted","5/19/00, 12:00:00 AM","BASH",,,,"10/21/09, 12:00:00 AM",0,0
10451,"MIL","MILITARY","KC-10A","148",,"22","07","A","4","3","D",,,,,,,0,0,"7/29/06, 12:00:00 AM",7,2006,"Day",1210,"KACY","ATLANTIC CITY INTL","NJ","AEA",,,,,145,,"Approach","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,"UNKBM","Unknown bird - medium",,,"Medium",,"SOURCE = BASH NR xxxxxx",,0,,0,,0,,,,"BASH",,,,"10/21/09, 12:00:00 AM",0,0
4531,"MIL","MILITARY","T-1A","748",,"31","01","A","3","2","D","5","5",,,"055",,0,0,"11/18/02, 12:00:00 AM",11,2002,"Dusk",1700,"KMGM","MONTGOMERY REGIONAL ARPT","AL","ASO",,,,0,100,0,"Take-off run","N",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Aborted Take-off",,"No Clouds","None","UNKBM","Unknown bird - medium","2-10",,"Medium",,"SOURCE = BASH NR xxxxx",,,,,,,"Deleted","Deleted","11/26/02, 1:02:02 PM","BASH",,,,"10/21/09, 12:00:00 AM",0,0
1445,"MIL","MILITARY","KC-135","148",,,,"A",,,,,,,,,,0,0,"4/23/91, 12:00:00 AM",4,1991,"Night",220,"KMER","CASTLE ARPT","CA","AWP",,,,100,150,,"Approach","N",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"UNKBM","Unknown bird - medium","1","1","Medium",,"SOURCE = BASH NR xxxxx","REMARKS -  ;  AIRCRAFT -  KC - 135 - ;  IMPACT -  COPILOT'S WINDOW;  NUMBER OF BIRDS (S, F, or Z) -  S",,,,,,"Deleted","Deleted","5/19/00, 12:00:00 AM","BASH",,,,"10/21/09, 12:00:00 AM",0,0
9036,"MIL","MILITARY","KC-135R",,,,,"A",,,,,,,,,,0,0,"7/27/05, 12:00:00 AM",7,2005,"Day",1925,"KIAG","NIAGARA FALLS INTL","NY","AEA",,,,0,145,0,"Landing Roll","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"K5102","Peregrine falcon",,,"Small",,"BASH Mishap ID xxxxxx",,0,,0,,0,,,,"BASH",,,,"10/21/09, 12:00:00 AM",0,0
10232,"MIL","MILITARY","F-16C","561",,,,"A",,,,,,,,,,0,0,"9/14/06, 12:00:00 AM",9,2006,"Day",,"KSGH","SPRINGFIELD-BECKLEY MUNICIPAL ARPT","OH","AGL",,,,0,165,,"Approach","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,"YH004","Horned lark",,,"Small",,"SOURCE = BASH NR xxxxxx",,0,,0,,0,,,,"BASH",,,,"10/21/09, 12:00:00 AM",0,0
10513,"MIL","MILITARY","RC-135V","148",,,,"A",,,,,,,,,,0,0,"7/19/06, 12:00:00 AM",7,2006,"Day",1720,"KLNK","LINCOLN ARPT","NE","ACE",,,,,,,"Approach","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,"O2205","Mourning dove",,,"Small",,"SOURCE = BASH NR xxxxxx",,0,,0,,0,,,,"BASH",,,,"10/21/09, 12:00:00 AM",0,0
10514,"MIL","MILITARY","RC-135V","148",,,,"A",,,,,,,,,,0,0,"6/29/06, 12:00:00 AM",6,2006,"Night",,"KLNK","LINCOLN ARPT","NE","ACE",,,,,,,"Approach","N",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"ZX310","Grasshopper sparrow",,,"Small",,"SOURCE = BASH NR xxxxxx",,0,,0,,0,,,,"BASH",,,,"10/21/09, 12:00:00 AM",0,0
10207,"MIL","MILITARY","F-16C","561",,,,"A",,,,,,,,,,0,0,"6/28/06, 12:00:00 AM",6,2006,"Day",1800,"KACY","ATLANTIC CITY INTL","NJ","AEA",,,,,,,"Approach","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,"O2205","Mourning dove",,,"Small",,"SOURCE = BASH NR xxxxxx",,0,,0,,0,,,,"BASH",,,,"10/21/09, 12:00:00 AM",0,0
10208,"MIL","MILITARY","F-16C","561",,,,"A",,,,,,,,,,0,0,"9/22/06, 12:00:00 AM",9,2006,"Day",1445,"KROW","ROSWELL INTL AIR CENTER","NM","ASW",,,,100,178,,"Approach","E",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"O2111","Rock pigeon",,,"Small",,"SOURCE = BASH NR xxxxxx (x/xx/xx UPDATED BIRD CODE)",,0,2000,0,2470,0,,,,"BASH",,,,"7/24/13, 12:00:00 AM",0,1
11230,"MIL","MILITARY","C-130H","561",,,,"A",,,,,,,,,,0,0,"7/12/07, 12:00:00 AM",7,2007,"Day",1415,"4G4","YOUNGSTOWN ELSER METRO","OH","AGL",,,,,130,,"Landing Roll","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"UNKBM","Unknown bird - medium",,,"Medium",,"SOURCE = BASH NR xxxxxx",,,,0,,0,"Deleted","Deleted",,"BASH",,,,"10/21/09, 12:00:00 AM",0,0
1647,"MIL","MILITARY","C-130B","561",,,,"A",,,,,,,,,,1,1,"8/20/90, 12:00:00 AM",8,1990,"Day",800,"KMFD","MANSFIELD LAHM MUNICIPAL","OH","AGL",,,,0,80,0,"Take-off run","N",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"N5111","Killdeer","1","1","Small",,"SOURCE = BASH NR xxxxx","REMARKS -  ;  AIRCRAFT -  C - 130 - B;  IMPACT -  #2 ENGINE INTAKE;  NUMBER OF BIRDS (S, F, or Z) -  S",,,,,,"Deleted","Deleted","5/19/00, 12:00:00 AM","BASH",,,,"10/21/09, 12:00:00 AM",0,0
4292,"MIL","MILITARY","C-130E","561",,,,"A",,,,,,,,"62-1848",,0,0,"9/15/99, 12:00:00 AM",9,1999,"Night",2130,"KRST","ROCHESTER INTL","MN","AGL",,,,800,140,,"Approach","N",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"UNKBM","Unknown bird - medium","1","1","Medium",,"SOURCE = BASH NR xxxxx","REMARKS -  NO REMAINS FOUND,  ONLY BLOODSPOT ON RADOME.;  AIRCRAFT -  C - 130 - E;  IMPACT -  ;  NUMBER OF BIRDS (S, F, or Z) -  S",,,,,,"Deleted","Deleted","5/19/00, 12:00:00 AM","BASH",,,,"10/21/09, 12:00:00 AM",0,0
15775,"MIL","MILITARY","C-130","561","12",,,"A","4","4","C","4","4","4","4",,,0,0,"11/5/11, 12:00:00 AM",11,2011,,1300,"KFSM","FORT SMITH REGIONAL ARPT","AR","ASW",,,,0,,,"Local","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Antenna Skin",,,,,"ZX303","Savannah sparrow",,,"Small",,"SOURCE = BASH NR xxxxxx",,,,,,,"Deleted","Deleted",,"BASH",,,,"9/11/12, 12:00:00 AM",0,0
17235,"MIL","MILITARY","C-21","395",,"19","01","A","3","2","D",,,,,,,0,0,"9/18/13, 12:00:00 AM",9,2013,,1815,"KSPI","ABRAHAM LINCOLN CAPITAL ARPT","IL","AGL",,,,0,,,"Landing","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,"N5111","Killdeer",,,"Small",,"SOURCE = BASH NR xxxxxx",,,,,,,"Deleted","Deleted",,"BASH",,,,"11/18/13, 12:00:00 AM",0,0
11952,"MIL","MILITARY","UNKNOWN",,,,,,,,,,,,,,,0,0,"4/12/08, 12:00:00 AM",4,2008,"Night",5,"KTCM","MCCORD FIELD ARPT","WA","ANM",,,,,250,,"Approach","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"UNKBM","Unknown bird - medium",,,"Medium",,"SOURCE = BASH NR xxxxxx",,,,0,,0,"Deleted","Deleted",,"BASH",,,,"10/21/09, 12:00:00 AM",0,0
16739,"MIL","MILITARY","C-135","148",,,,"A",,,,,,,,,,0,0,"10/25/12, 12:00:00 AM",10,2012,,2115,"KISO","KINSTON REGIONAL JETPORT AT STALLINGS FIELD","NC","ASO",,,,300,,,"Approach","N",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,"Z9002","Ruby-crowned kinglet",,,"Small",,"SOURCE = BASH NR xxxxxx",,,,,,,"Deleted","Deleted",,"BASH",,,,"1/18/13, 12:00:00 AM",0,0
1673,"MIL","MILITARY","C-130E","561",,,,"A",,,,,,,,,,0,0,"9/22/94, 12:00:00 AM",9,1994,"Day",1250,"KBWG","BOWLING GREEN-WARREN COUNTY REGNL ARPT","KY","ASO",,,,700,140,,"Approach","N",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,"UNKBM","Unknown bird - medium","1","1","Medium",,"SOURCE = BASH NR xxxxx","REMARKS -  ;  AIRCRAFT -  C - 130 - E;  IMPACT -  WING;  NUMBER OF BIRDS (S, F, or Z) -  S",,,,,,"Deleted","Deleted","5/19/00, 12:00:00 AM","BASH",,,,"10/21/09, 12:00:00 AM",0,0
